Link_Header_Project_Name,State,Link_Header_project_Url,Scout id,Address,Timestamp,Data.Typ,Data.Etagenanzahl,Data.Wohnfläche ca.,Data.Grundstück ca.,Data.Zimmer,Data.Schlafzimmer,Data.Badezimmer,Data.Garage/ Stellplatz,Data.Kaufpreis,Data.Provision für Käufer,Data.Baujahr,Data.Modernisierung/ Sanierung,Data.Objektzustand,Data.Ausstattung,Data.Heizungsart,Data.Wesentliche Energieträger,Data.Energieausweis,Data.Energie­ausweistyp,Data.Endenergiebedarf,Data.Energie­effizienz­klasse,Data.Objektbeschreibung,Data.Bezugsfrei ab,Data.Garage/ Stellplatz-Kaufpreis,Data.Nutzfläche ca.,Data.Bauphase,Data.End­energie­verbrauch,Data.Mieteinnahmen pro Monat,Data.Energie­ver­brauchs­kennwert,Data.Internet,Data.Denkmalschutzobjekt
NEUReihenhaus für Selbstnutzer und Anleger,bremen,https://www.immobilienscout24.de/expose/129275705,Objekt-Nr.: 207567|Scout-ID: 129275705,"28219 Bremen, Walle (Ortsteil)",2021-09-09 16:10:58.320567,Mehrfamilienhaus,4,"189,5  m²",195  m²,5,4,4,,449.000 €,Nein,1898,,Gepflegt,,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,"Gegenüber des Walle Centers steht ein flexibel nutzbares Reihenhaus zum Verkauf. Momentan ist es in 4 Wohnungen unterteilt.

Der Eingang des Hauses ist im Souterrain, ebenso der allgemeine Abstellraum, der Haustechnikraum mit einem Stellplatz für Waschmaschinen und auch der Eingang zur untersten Wohnung. Die besteht aus Duschbad, Küche und einem sehr großen Wohnzimmer mit integriertem beheizten Wintergarten. Alle Räume sind gefliest. Bewohner der Souterrainwohnung haben exklusiven Zugang zum Südgarten. Diese Wohnung hat eine Grundfläche von ca. 78,3 qm.

Die Wohnung im Hochparterre hat eine geräumige Wohnküche mit Einbauküche zur Straße hin, ein obenliegenden Duschbad mit elektrischem Lüfter und ein großes Schlafzimmer nach hinten raus. Unter der Treppe zum Dachgeschoss ist noch ein kleiner Abstellraum. Küche und Bad sind gefliest, Flur und Abstellraum mit Laminat ausgelegt und im Schlafzimmer ist echtes Parkett. Diese Wohnung hat eine Grundfläche von ca. 59,3 qm.

Das Dachgeschoss teilen sich 2 Apartments.
Das kleinere zur Straße hin besteht aus einem Wohn-/Schlafzimmer, einem Duschbad mit Fenster zur Straße und einer kleinen Pantryküche im Flur. Bad und Flur sind gefliest, das Wohn-/Schlafzimmer mit Laminat ausgelegt. Die Wohnung hat eine Größe von ca. 21,7 qm.

Das Apartment zum Garten hin hat ein großes Wohn-Schlafzimmer mit Küchenzeile und ein Duschbad  und elektrischen Lüfter. Bad und der Küchenbereich sind gefliest, der Rest ist mit Laminat ausgelegt. Das Appartement ist möbliert. Die Wohnung hat eine Größe von ca. 30,2 qm.

Alle Fenster mit Ausnahme der vom Wintergarten zum Garten hin sind dreifach verglaste Kunststofffenster, die Fenster von der Wohnung im Hochparterre zur Straße sind sogar Schallschutzfenster.

Eine Gasbrennwerttherme heizt nicht nur das Haus, sondern auch sorgt für Warmwasser.",30.09.2021,,30  m²,Haus fertig gestellt,,,,,
Bremen - Oslebshausen / Freistehendes Einfamilienhaus mit separater Einliegerwohnung,bremen,https://www.immobilienscout24.de/expose/129178561,Objekt-Nr.: 07386|Scout-ID: 129178561,"28239 Bremen, Oslebshausen",2021-09-09 16:11:10.921680,Einfamilienhaus (freistehend),,"133,83  m²","504,5  m²",5,,2,,389.000 €,"3,57 % inkl. ges. MwSt.",1970,,,,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"219,2 kWh/(m²*a)",G,"Das Haus wurde ca. 1970 auf einem 504,5 m² großen Grundstück errichtet. Es verfügt über eine Wohnfläche von ca. 133,83 m² mit einer separaten Einliegerwohnung und wird mit zwei Etagenheizungen aus dem Jahr 2005 beheizt. Die Immobilie ist voll unterkellert mit einer angenehmen Deckenhöhe. Die Kellerräume sind ebenfalls beheizt und lassen sich vielseitig nutzen. 

Das Erdgeschoss verfügt über ein geräumiges Wohn- und Esszimmer mit Austritt auf die ca. 60,5 m² große Sonnenterrasse. Auf dieser Etage befinden sich noch die angrenzende Küche mit Hauswirtschaftsraum und ein Gäste-WC mit Fenster. Das Wohnzimmer ist mit einem neuen und zeitlosen Vinylboden ausgelegt.

Das Obergeschoss bietet zwei gemütliche Wohn- oder Schlafräume sowie das große Hauptbad mit Dusche, Badewanne, Doppelwaschbecken und Fenstern. Der Balkon ist zum Wintergarten geschlossen worden und bietet weiteren Wohnraum. Aufgrund der großen Fensterelemente sorgt dieser für eine gemütliche und helle Wohnatmosphäre. Die Zimmer und der Flur wurden ebenfalls mit neuem Vinylboden ausgestattet.

Das Dachgeschoss wird über eine nachträglich eingebaute Holztreppe erreicht. Hier befindet sich ein weiterer ausgebauter Raum und es wurde eine Sauna verbaut.

Die Einliegerwohnung ist über einen separaten Eingang zu begehen. Sie verfügt über zwei Wohnräume, eine Küche und ein Duschbad mit separatem WC.",,,"162,7  m²",,,,,,
Reihenmittelhaus mit Ausbaureserve,bremen,https://www.immobilienscout24.de/expose/129172582,Objekt-Nr.: G210521 (1/330)|Scout-ID: 129172582,"28207 Bremen, Hastedt",2021-09-09 16:11:22.701103,Einfamilienhaus (freistehend),2,80  m²,"89,5  m²",4,4,1,,259.000 €,"Die Courtage beträgt jeweils marktübliche 3,57 % inkl. MwSt. für den Käufer und den Verkäufer.",1945,,Renovierungsbedürftig,Normale Qualität,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"475,75 kWh/(m²*a)",H,"Das angebotene Einfamilienhaus ist ein ca. 1945 erbautes Reihenmittelhaus in Massivbauweise. Die Wohnfläche erstreckt sich über 2 Etagen und bemisst ca. 80 m², das Grundstück verfügt über eine Größe von ca. 89,5 m². Im Erdgeschoss befinden sich neben einem Flur das Wohn- und Esszimmer, das Gäste WC, sowie die Küche. Eine kleine, gemütliche Terrasse ist außerdem über eine gemauerte Treppe von der Küche aus erreichbar. Beheizt wird das Objekt durch eine Gas-Brennwerttherme, die sich in der Küche befindet und im Jahr 2020 erneuert wurde. In der oberen Ebene der Immobilie sind drei weitere Zimmer vorhanden, welche als Schlaf-, Ankleide- oder Arbeitszimmer genutzt werden können. Ein Bad mit zwei Waschbecken, einer Badewanne und Dusche ist hier vorhanden. Die Immobilie bietet eine ansehnliche Ausbaureserve im Dachgeschoss. Hier könnte ein persönlicher Wohntraum entstehen. Des Weiteren sind zwei Kellerräume vorhanden. Vom Keller aus hat man einen separaten Zugang zum Hof. Es besteht ggf. die Möglichkeit einen gemieteten Garagenstellplatz zu übernehmen, ansons-ten befinden sich in der Straße öffentliche Stellplätze. Für die im Exposé gemachten Angaben übernehmen wir keine Gewähr. Die gemachten Angaben basieren ausschließlich auf Informationen unseres Auftraggebers. Somit übernehmen wir keine Haftung oder Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Nachträgliche Änderungen und Korrekturen im Exposé behalten wir uns vor. Irrtum und Zwischenverkauf bleibt vorbehalten. Gerne erhalten Sie von uns weitere Informationen zum Objekt und dem Eigentümer. Eine Besichtigung des Objekts kann jederzeit nach Vereinbarung stattfinden. Wir freuen uns über Ihr Interesse.",,,,Haus fertig gestellt,,,,,
Kapitalanleger aufgepasst: Mehrfamilienhaus in bevorzugter Lage von Burg-Gambke,bremen,https://www.immobilienscout24.de/expose/128992777,Objekt-Nr.: 07801|Scout-ID: 128992777,"28719 Bremen, Burg-Grambke",2021-09-09 16:11:38.855844,Mehrfamilienhaus,4,296  m²,343  m²,12,,,,449.000 €,"5,95 % inkl. ges. MwSt.",1952,"zuletzt 
        
        
          
          
            2018",Gepflegt,Normale Qualität,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"150,4 kWh/(m²*a)",E,"Dieses 1938 (1952 Wiederaufbau) erbaute Mehrfamilienhaus mit einer Wohnfläche von ca. 296 m² sowie ca. 85 m² Nutz- und Nebenfläche befindet sich auf einem ca. 343 m² großen Grundstück. 

Ab dem Jahr 2000 wurden umfangreiche Modernisierungsmaßnahmen an den Badezimmern, Fenstern, Türen und den Loggien durchgeführt. Die rückwärtigen Fenster der EG-Wohnung wurden 2019 durch dreifach verglaste Fenster ersetzt. Der Zustand entspricht überwiegend dem heutigen Standard.

Die Wohnungen teilen sich wie folgt auf:

1. Souterrain: Wohnung mit ca. 31 m², 2 Zimmer, Küche und Bad
 
2. Erdgeschoss: Wohnung mit ca. 72 m², 3 Zimmer, Küche, Bad, Abstellraum und Loggia mit Gartenzugang- eigengenutzt

3. 1. Obergeschoss: Wohnung ca. 78 m², 3 Zimmer, Küche, Bad, Abstellraum und Loggia - nicht vermietet

4. 2. Obergeschoss: Wohnung ca. 76 m², 2 Zimmer, Küche, Bad, Abstellraum und Loggia

5. Dachgeschoss: Wohnung ca. 39 m², 2 Zimmer, Küche, Bad

Die jährlichen Mieteinnahmen (kalt) der Wohnungen betragen z. Zt. gesamt € 16.380 Euro.

Die Erdgeschosswohnung generiert wegen Eigennutzung aktuell keinen Mietertrag.",01.09.2021,,85  m²,Haus fertig gestellt,,,,,
Mehrfamilienhaus im Herzen vom Steintorviertel,bremen,https://www.immobilienscout24.de/expose/128975069,Objekt-Nr.: 98#2FJs4D|Scout-ID: 128975069,"28203 Bremen, Ostertor",2021-09-09 16:11:55.861864,Mehrfamilienhaus,,212  m²,81  m²,9,,,,1.199.000 €,Nein,1914,,,Gehobene Qualität,Öl-Heizung,,,,,,"Das im Jahre 1914 massiv erbaute Mehrfamilienhaus verfügt über eine Wohnfläche von circa 212 m² und wird seiner zentralen und angesagten Lage im Bremer Steintor Viertel gerecht. Die typischen Bremer Baumerkmale finden sich in diesem Gebäude wieder.
Hohe Decken, helle Räume und großzügige Gestaltungsmöglichkeiten sind ein besonderes Merkmal dieses Objektes. Die
Vermietungsmöglichkeiten sind sowohl für Familie, Büroräume als auf für Wohngemeinschaften möglich. Das Mehrfamilienhaus wurde in den letzten Jahren aufwendig saniert und präsentiert sich nunmehr mit 3 in sich abgeschlossenen Wohneinheiten mit jeweils 3 Zimmern, Küche und Badezimmer. Alle Wasser Zu- und Ableitungen, als auch die Elektrik wurden erneuert. Zurzeit werden die 3 Wohneinheiten vom Eigentümer bewohnt, was eine freie Gestaltung nach dem Kauf ermöglicht. 

Es besteht die Möglichkeit auf dem Flachdach die Wohnfläche mit einer weiteren Wohneinheit zu erweitern
was in so einer Toplage von großer Bedeutung ist und den Wert dieser Immobilie enorm steigern würde.",,,,,,,,,
"Kapitalanleger und Eigennutzer aufgepasst - 2 Einheiten, vielseitig verwendb. Reihenhaus in Findorff",bremen,https://www.immobilienscout24.de/expose/128890936,Objekt-Nr.: P1257|Scout-ID: 128890936,"28215 Bremen / Findorff, Findorff-Bürgerweide",2021-09-09 16:12:10.434684,Reihenmittelhaus,4,116  m²,100  m²,5,3,3,,489.000 €,"2,975% inkl. ges. MwSt.",1954,,Gepflegt,,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"195,3 kWh/(m²*a)",F,"Virtuelle 3D Besichtigung unter:
https://my.matterport.com/show/?m=Y3TAR7fRWFZ

In einer ruhigen, bevorzugten Wohnlage von Bremen OT. Findorff, befindet sich dieses Reihenhaus in einen gepflegten Zustand. Im ebenerdigen Bereich befindet sich eine schnuckelige ca. 39,24qm große Single-Wohnung. Die zweite Wohnung (ca. 76,75qm) erstreckt sich aus aus dem Obergeschoss und dem Dachgeschoss. Es eröffnet sich somit die Möglichkeit die Immobilie insgesamt selbst zu bewohnen oder jedoch einen Teil zu vermieten. Der großzügige Keller bemisst eine Fläche von ca. 40qm bietet einen direkten Zugang zur Terrasse (ca. 25qm). Zwei Balkone, jeweils im Erd-/ und im Obergeschoss  laden an warmen Sonnentagen zum Entspannen und Relaxen ein. Im Inneren herrscht eine helle und freundliche Atmosphäre. Beheizt wird das Objekt durch eine Gas-Z.-Heizung. Die weißen Kunststofffenster sind Iso-Vergl. Eine Immobilie für Menschen, die sich Ihren Traum eines eigenen Reihenhauses vom beliebten Stadtteil Findorff verwirklichen möchten und dabei auf eine vielseitige Verwendbarkeit nicht verzichten möchten.

Aufteilung:
Erdgeschoss: Flur, Küche mit Zugang zum Balkon, Wohnzimmer, Schlafzimmer, Dusche + WC
Obergeschoss: Flur, Küche mit Zugang zum Balkon, offener Wohn-/Essbereich mit Kaminanschluss
Dachgeschoss: Flur, 2 x Schlafzimmer, Badezimmer mit Badewanne + Dusche + WC

Wohn-/Nutzfläche: ca. 170qm

ENEV 2013
Baujahr Gebäude: 1954, Baujahr Anlagentechnik: 1988, Energieträger: Gas, Ausweistyp: Bedarfsausweis, Endenergiebedarf: 195,3 (m²a), Kl. F

Die Maklerprovision beträgt für den Käufer 2,975% von dem Kaufpreis inklusive der gesetzlichen MwSt..",,,40  m²,,,,,,
Bremen - Steintor | Sanierungsbedürftiges Juwel: Altbremer Haus mit großem Entwicklungs- und Nutzung,bremen,https://www.immobilienscout24.de/expose/128599406,Objekt-Nr.: RA344|Scout-ID: 128599406,"28203 Bremen, Steintor",2021-09-09 16:12:26.080578,Reihenmittelhaus,4,"210,01  m²",120  m²,13,,2,,729.000 €,"3,57% inkl. 19% MwSt.",1878,,Renovierungsbedürftig,,Zentralheizung,Öl,liegt vor,Bedarfsausweis,256 kWh/(m²*a),H,"Das sanierungsbedürftige Altbremer Haus aus dem Jahr 1878 bietet auf 4 Ebenen 210,01m² Wohnfläche, die sich aktuell auf 3 Wohneinheiten im Erdgeschoss, 1. und 2. Obergeschoss (64,66m² + ca. 66,96m²) sowie im Dachgeschoss (49,83m²) verteilen. 
Im Erdgeschoss befindet sich darüber hinaus auch eine als Werkstatt genutzte Fläche (75,13m²). Letztere ist momentan vermietet und wird es auch bei Lieferung noch sein. 

Das Altbremer Haus überzeugt mit seiner für diesen Baustil typischen Ausstattung: hohe Decken und große, dank der vielen Fensterflächen angenehm helle Räume.

Wer ein solches Wohnambiente liebt und schon immer sein neues Zuhause von Grund auf neu planen und gestalten wollte, hat hier sein Projekt gefunden. 
Die Immobilie lässt Ihnen außergewöhnliche Gestaltungsmöglichkeiten, um hier Ihre individuellen Wohnideen zu verwirklichen.

Die Immobilie bietet vielfältige Nutzungsmöglichkeiten, sei es als großzügiges Einfamilienhaus, als geräumige Maisonettewohnung mit eigener oder vermietbarer Gewerbeeinheit im Erdgeschoss oder, für Anleger besonders interessant, als Mehrparteienhaus mit kleinen Wohneinheiten bzw. Wohngemeinschaften, die sich z.B. idealtypisch als Studentenwohnungen vermieten ließen.
Auch ein reines Gewerbegebäude mit Büroräumen und/oder Ateliers wäre eine lukrative Option. 

Fazit: Ein echter Rohdiamant für Kenner und Liebhaber, die mit Kreativität und Gestaltungswillen hier ihre Wohlfühloase schaffen wollen oder für Anleger, die hier das Entwicklungspotenzial erkennen.",nach Vereinbarung,,"75,13  m²",,,,,,
AtelierHäuser - Lofthäuser zum Wohnen und Arbeiten im Tabakquartier,bremen,https://www.immobilienscout24.de/expose/128421127,Objekt-Nr.: 22|Scout-ID: 128421127,"28197 Bremen-Woltmershausen, Woltmershausen (Ortsteil)",2021-09-09 16:12:42.874570,Reihenmittelhaus,3,230  m²,1  m²,5,,,2 Tiefgaragen-Stellplätze,599.990 €,Nein,2022,,Erstbezug,Gehobene Qualität,,Nahwärme,liegt zur Besichtigung vor,,,,"Das Eigenheim für Ihre Arbeit

Die AtelierHäuser verbinden die Ästhetik eines traditionellen Industriebaus mit einer zeitgemäßen Innenarchitektur und der neuesten technischen Ausstattung – umgeben von der pulsierenden Atmosphäre des Tabakquartiers in Woltmershausen. Hier entstehen bis Sommer 2022 in einem ehemaligen Tabaklager 30 repräsentative Bürolofthäuser mit jeweils circa 230 m² zum Kauf. Separate Eingänge geben jedem AtelierHaus dabei einen besonders eigenständigen Charakter. Im Inneren erwarten Sie offene Galerien, etagenübergreifende Büroräume sowie eine hochwertige und moderne Ausstattung vom Echtholzparkett bis zum schnellsten Internet Bremens: Die AtelierHäuser sind der Ort für eine individuelle und kreative Arbeitskultur auf einem neuen Niveau.

Alles, was Arbeiten und Leben noch angenehmer macht, bietet Ihnen das urbane und grüne Tabakquartier mit Gastronomie, Kultur und Betreuungsmöglichkeiten. Außerdem überzeugt das Quartier mit kurzen Wegen, innovativen Mobilitätshäusern und einer guten Anbindung in die nahe Innenstadt – mit Fahrrad, Auto und ÖPNV. Willkommen im Büro der Zukunft!

Da sich die AtelierHäuser noch nicht fertiggestellt sind, liegt der Energieausweis noch nicht vor.",Sommer 2022,29.990 €,,,,,,,
Doppelhaushälfte mit Anbau im gefragten Stadtteil Findorff,bremen,https://www.immobilienscout24.de/expose/127586692,Objekt-Nr.: 77#2FJs4D|Scout-ID: 127586692,"28218 Bremen, In den Hufen",2021-09-09 16:12:56.832054,Doppelhaushälfte,,120  m²,191  m²,4,,2,Carport,379.000 €,Keine zusätzliche Käuferprovision,1989,,,,,,liegt vor,Bedarfsausweis,187 kWh/(m²*a),,"Bei dieser Immobilie handelt es sich um eine Doppelhaushälfte mit Anbau im beliebten Stadtteil Bremen-Findorff.
Das Haus wurde 1949 errichtet und im Jahre 1989 wieder aufgebaut und verfügt über ca. 120 m² Wohnfläche.
Vom Wiederaufbau bis heute wurde das Objekt stets gepflegt und immer auf den neusten Stand gebracht.
Laut Eigentümer besteht die Möglichkeit auf dem Anbau zu bauen und die Wohnfläche zu steigern. Somit bietet diese Immobilie noch sehr viel Potential.",,,,,,,,,
PROVISIONSFREI! Baugrundstück für EFH mit Garage PLUS großes Einfamilienhaus!!,bremen,https://www.immobilienscout24.de/expose/127270122,Objekt-Nr.: FALC-AlSe-19318|Scout-ID: 127270122,"28777 Bremen, Lüssum-Bockhorn",2021-09-09 16:13:15.948620,Einfamilienhaus (freistehend),3,121  m²,804  m²,6,3,2,1 Außenstellplatz,369.000 €,Keine,1958,"zuletzt 
        
        
          
          
            2020",Gepflegt,Normale Qualität,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"177,3 kWh/(m²*a)",F,"Ein Virtueller 360°-Immobilienrundgang ist für Sie eingerichtet.
Hierfür kopieren Sie bitte folgenden Link in ihren Browser:
https://app.immoviewer.com/portal/tour/2218215

Gemütliches Haus mit Bauland zum Wohlfühlen…

Herr Alan Sepehri von FALC Immobilien Bremen möchte Sie mit diesem Exposé auf ein tolles Einfamilienhaus mit Bauland aus dem Jahr 1958 in Bremen-Blumenthal aufmerksam machen.

Das Haus wurde auf einem 804m² großen Grundstück erbaut und verfügt über circa 121m² Wohnfläche, welche auf zwei Etagen verteilt sind. Hinzu kommt ein teil unterkellerter Bereich mit zwei Räumlichkeiten.

Ein noch unbebauter Teil des Grundstücks ist als Bauland ausgewiesen. Das Baugrundstück bietet ausreichend Platz für ein Einfamilienhaus mit Garage. Ein positiver Bauvorbescheid vom Bauamt Bremen Nord liegt vor. 

Das Erdgeschoß besteht aus einem einladenden Eingangsbereich mit neuer Eingangstür aus dem Jahr 2018, ein Badezimmer (2013 erneuert), einer modernen Küche aus den Jahr 2020, einem großzügigen Wohn- und Essbereich, ein Hauswirtschaftsraum mit Zugang zur Terrasse mit neuer Außentür aus dem Jahr 2018 und einem großen Garten mit Gartenhaus. 

Drei weitere Zimmer, sowie ein Badezimmer, befinden sich im Obergeschoss.

Im Untergeschoss sind ein zusätzliches Zimmer und ein Hauswirtschaftsraum. 

Ein Außenstellpaltz direkt vor dem Hause und eine Garage mit Werkstatt runden den Komfort, den Ihnen diese Immobilie auf drei Ebenen präsentiert, ab.

Die Fußböden in den Schlafräumen, Wohn- und Esszimmer sind 2018 und in der Küche 2020 mit Laminat und Teppich verlegt worden.

An kalten Tagen sorgt eine Gas-Zentralheizung der Marke Viessmann aus dem Jahr 1995  für wohlige Wärme im ganzen Haus.

Die Kunststofffenster, die Heizkörper, die Elektroleitungen und die Fensterbänke im Innen sowie Außenbereich sind 2013 erneuert worden.

2018 wurde der Dachüberstand verlängert, der Dachboden erneuert (Spanplatten verlegt), das Dach gedämmt und die Fassade neuer Anstrich bekommen.

2019 wurde der Vorgarten mit Doppelstabmattenzaun neu umzäunt. 

Das Haus eignet sich bestmöglich zur Selbstnutzung für Familien mit Kindern und bietet hinreichend Platz für alle Familienmitglieder.

In dem traumhaften Garten können Sie von morgens bis abends die Sonne genießen. Auf der großen überdachten Terrasse können Sie herrlich entspannen und die Seele baumeln lassen. Perfekt für Grillabende.

Der Garten bietet der ganzen Familie sehr viel Möglichkeiten.

Wenn Ihr Interesse geweckt ist, dann sind Sie hier genau richtig.
Lassen Sie sich schon mal inspirieren, von Ihrem Handy oder Ihrem PC aus, ganz bequem von Zuhause oder unterwegs. Wie das funktioniert? Ganz einfach mit unserem exklusiven 360° Immobilienrundgang! Geben Sie hierzu einfach diesen Link in die Adresszeile Ihres Browsers ein:
https://app.immoviewer.com/portal/tour/2218215",nach Vereinbarung,,67  m²,Haus fertig gestellt,,,,,
Schöne Doppelhaushälfte mit Garage zur Selbstnutzung oder als Anlageobjekt in Bremen-Kattenturm,bremen,https://www.immobilienscout24.de/expose/127093873,Objekt-Nr.: 07543|Scout-ID: 127093873,"28277 Bremen, Kattenturm",2021-09-09 16:13:29.852723,Doppelhaushälfte,,"136,26  m²",439  m²,3,2,1,4 Stellplätze,429.000 €,"3,57 % inkl. ges. MwSt.",1997,,Modernisiert,Gehobene Qualität,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,E,"Diese wunderschöne Doppelhaushälfte mit Garage ist im Jahr 1997 vollständig entkernt und modernisiert worden und besticht mit ihrem Landhausstil in guter Lage von Kattenturm. Beim Betreten des Hauses erwartet Sie im Erdgeschoss ein geräumiger Flur mit weißen Stiltüren, eine hell geflieste Gästetoilette und eine Garderobe. Zu Ihrer Rechten gelangen Sie in das großzügige lichtdurchflutete Wohn- und Esszimmer. Von hieraus haben Sie einen wunderschönen Blick in den schön angelegten Garten. Über eine Terrassentür gelangen Sie auf die geschützte Terrasse in den Garten mit Gartenhaus.
Gegenüber vom Wohnzimmer befindet sich die im Landhausstil gehaltene Küche von Nolte inklusive der Einbaugeräte und ein praktischer Hauswirtschaftsraum.
Das Obergeschoss, in das Sie über eine halb gewendelte Holztreppe geführt werden, hat zur Zeit zwei Schlafräume, die aber problemlos wieder in drei Schlafzimmer zurückgeführt werden können, sowie ein Badezimmer mit Dusche und Wanne und eine Loggia mit Blick in den Garten. Der Flur ist durch ein Oberlichtfenster sehr hell.
Die direkt am Haus angrenzende Garage bietet Ihnen einen schnellen Zugang zum Eingang des Hauses. Davor befinden sich 3 zusätzliche PKW-Stellplätze.

Die Doppelhaushälfte ist zur Zeit vermietet.",,,"18,79  m²",Haus fertig gestellt,"150,5 kWh/(m²*a)",,,,
NEUWOHNHAUS MIT 103m² WOHNFLÄCHE,bremen,https://www.immobilienscout24.de/expose/129680093,Objekt-Nr.: 48D2139926131021|Scout-ID: 129680093,"28217 Bremen, Steffensweg",2021-09-09 16:13:50.330816,Wohnimmobilie (sonstige),,103  m²,102  m²,3,,,,256.000 €,Nein,1906,,,,,,,,,,"Sie erreichen uns von Montag - Freitag von 08:00 - 20:00 Uhr, Samstags/Sonntags 10:00 – 18:00 Uhr unter der Telefonnummer 0421-3499635.

Einfamilien-Reihenhaus, 1-geschossig, teilunterkellert (5,7 m² Nfl.), ausgeb. DG, 103 m² Wfl., nebst Terrasse, sowie Nebengebäude (Abstellraum, beheizbarer Hobbyraum), 14,4 m² Nfl., Bj. 1906, Umbauten und umfangreiche Modernisierungsmaßnahmen ab 2009-14; Raumaufteilung: EG: Flur, Gäste-WC, Küche, Wohn-/Esszimmer; DG: Flur, 2 Schlafzimmer, Bad/WC, Dachterrasse


Bitte kontaktieren Sie uns bei weiteren Fragen telefonisch, von Montag - Freitag von 08:00 - 20:00 Uhr, Samstags/Sonntags 10:00 – 18:00 Uhr unter der Telefonnummer 0421-3499635.


Dieses Objekt wird beim zuständigen Amtsgericht versteigert.


Verkehrswert: 256.000,00 EUR.


Sichern Sie sich unter Umständen 30 % Nachlass auf den Verkehrswert und zahlen Sie somit für die oben genannte Immobilie nur 179.200,00 EUR. Ebenso entfallen Notarkosten und Maklercourtage.


Dies ist eine von bundesweit 25.000 interessanten Immobilien, die wir in der aktuellen, monatlichen Ausgabe unseres kostengünstigen IMMOBILIENVERSTEIGERUNGS-KATALOGES veröffentlichen. Sichern Sie sich jetzt diese Informationen um Ihre Wunschimmobilie preisgünstig zu erwerben.


Kataloginfos:
Telefonnummer 0421-3499635.",,,"20,1  m²",,,,,,
NEUJunges und größzügiges Einfamilienhaus mit Doppelgarage in Bremerhaven-Schierholzgebiet,bremen,https://www.immobilienscout24.de/expose/129674745,Objekt-Nr.: 07843|Scout-ID: 129674745,"27578 Bremerhaven, Lehe",2021-09-09 16:14:02.136294,Einfamilienhaus (freistehend),,157  m²,757  m²,"4,5",3,1,2 Garagen,435.000 €,"2,95 % inkl. ges. MwSt.",2011,,Modernisiert,Gehobene Qualität,Zentralheizung,Gas,liegt vor,Bedarfsausweis,"98,9 kWh/(m²*a)",C,"Beim Betreten dieser Immobilie merkt man direkt wie viel Mühe und Gedanken sich die Eigentümer bei der Bauplanung gemacht haben - alles ist sehr durchdacht und praktisch.
Das Erdgeschoss wurde bereits ebenerdig und mit einem zusätzlichem Schlafzimmer ausgestattet, um auch im Alter lange Freude zu haben. Im Dachgeschoss befinden sich zwei großzügige Schlafzimmer, ein kleiner Bürobereich sowie ein modernes Gäste-WC mit Fenster.
Unterkellert ist die Immobilie nicht, allerdings gibt es genug Stellfläche auf dem großzügigen Spitzboden, in dem Hauswirtschaftsraum im Erdgeschoss sowie in der großzügigen Doppelgarage mit angrenzender Werkstatt.

Der große, liebevoll angelegte Garten macht diese Immobilie zum perfekten neuen Zuhause!

Die technische Ausstattung entspricht dem heutigen Wohnstandard und wurde von der Eigentümerin stetig instandgehalten.",,,,Haus fertig gestellt,,,,,
NEUSchierholzgebiet / Idyllisches Einfamilienhaus auf großem Grundstück,bremen,https://www.immobilienscout24.de/expose/129674023,Objekt-Nr.: 360|Scout-ID: 129674023,"27578 Bremerhaven, Lehe",2021-09-09 16:14:20.184601,Einfamilienhaus (freistehend),2,132  m²,1.000  m²,5,4,1,,334.000 €,"4,76 % inkl. Mwst.",1983,,,,Zentralheizung,Öl,,,,,"Gartenliebhaber aufgepasst! 

Dieses lichtdurchflutete und frei stehende Einfamilienhaus liegt im ruhigen Schierholzgebiet.
Es wurde im Jahre 1988 auf einem ca. 1000 m² großen Grundstück erbaut.

Durch die Hauseingangstür gelangt man in den großzügigen Flur. Der Flurbereich verbindet fast alle Räume miteinander. Das ca. 21,6 m² große Wohnzimmer bietet durch die bodentiefe Fensterfront eine helle und freundliche Atmosphäre. Von hier gelangt man auf die Sonnenterrasse mit Blick auf den wunderschönen Garten. Der gepflegte Garten ist zum Teil mit  Obstbäumen bestückt.

Im Erdgeschoss befinden sich Zwei weitere Zimmer und das vollverflieste Badezimmer mit Duschbadewanne. Die Zimmer verfügen über ca. 15,4 m² und ca. 7,3 m² Fläche. Von dem Flur führt eine massive Holztreppe in das Obergeschoss, hier befinden sich drei weitere Zimmer mit ca. 21,25 m², ca. 8,34 m²  und ca. 11,63 m² Fläche.


Zum Objekt gehört ein großes Carport. Zudem verfügen alle Fenster über Außenjalousien, die im Wohnzimmer sogar elektrisch gesteuert werden. Die Fenster sind alle doppelt isolierverglast.",,,,,,,,,
